geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US47047,"Fayette County, Tennessee",41584,20644,20940,4486,16158,4096,16844,8582,33002,40972,10587,30385,612,40972,11124,1225,27535,1088,612
0500000US47049,"Fentress County, Tennessee",18385,9238,9147,2200,7038,2046,7101,4246,14139,17930,7330,10600,455,17930,16,320,17216,378,455
0500000US47051,"Franklin County, Tennessee",42528,20927,21601,5259,15668,4914,16687,10173,32355,40138,13467,26671,2390,40138,1966,1438,35326,1408,2390
0500000US47053,"Gibson County, Tennessee",50278,24216,26062,6640,17576,6653,19409,13293,36985,49162,17582,31580,1116,49162,7910,1447,37481,2324,1116
0500000US47055,"Giles County, Tennessee",30197,14876,15321,3749,11127,3552,11769,7301,22896,29316,9149,20167,881,29316,2996,871,24434,1015,881
0500000US47057,"Grainger County, Tennessee",23377,11621,11756,2712,8909,2434,9322,5146,18231,23202,8785,14417,175,23202,67,825,21694,616,175
0500000US47059,"Greene County, Tennessee",69926,34325,35601,7791,26534,7473,28128,15264,54662,67848,24696,43152,2078,67848,964,2097,63213,1574,2078
0500000US47061,"Grundy County, Tennessee",13471,6676,6795,1703,4973,1529,5266,3232,10239,13256,4966,8290,215,13256,11,204,11762,1279,215
0500000US47063,"Hamblen County, Tennessee",64184,31659,32525,8419,23240,8005,24520,16424,47760,62817,23959,38858,1367,62817,2244,7589,50855,2129,1367
0500000US47065,"Hamilton County, Tennessee",363790,176550,187240,43486,133064,42107,145133,85593,278197,353144,94641,258503,10646,353144,65726,21391,248123,17904,10646
0500000US47067,"Hancock County, Tennessee",6695,3340,3355,799,2541,722,2633,1521,5174,6445,3287,3158,250,6445,2,96,6278,69,250
0500000US47069,"Hardeman County, Tennessee",25612,14216,11396,2756,11460,2596,8800,5352,20260,21664,9508,12156,3948,21664,8776,276,11871,741,3948
0500000US47071,"Hardin County, Tennessee",26722,12924,13798,3066,9858,2914,10884,5980,20742,26231,10067,16164,491,26231,987,678,23959,607,491
0500000US47073,"Hawkins County, Tennessee",56803,27935,28868,6354,21581,6117,22751,12471,44332,55939,19824,36115,864,55939,733,918,52952,1336,864
0500000US47075,"Haywood County, Tennessee",17912,8524,9388,2426,6098,2088,7300,4514,13398,17683,7453,10230,229,17683,8913,786,7666,318,229
0500000US47077,"Henderson County, Tennessee",27800,13696,14104,3719,9977,3289,10815,7008,20792,27232,10408,16824,568,27232,2181,622,23737,692,568
0500000US47079,"Henry County, Tennessee",32298,15474,16824,3506,11968,3756,13068,7262,25036,31714,12269,19445,584,31714,2339,823,27513,1039,584
0500000US47081,"Hickman County, Tennessee",24848,13063,11785,3012,10051,2688,9097,5700,19148,23022,7549,15473,1826,23022,330,612,21322,758,1826
0500000US47083,"Houston County, Tennessee",8238,4132,4106,1208,2924,850,3256,2058,6180,7951,2939,5012,287,7951,278,165,7274,234,287
0500000US47085,"Humphreys County, Tennessee",18956,9395,9561,2384,7011,2272,7289,4656,14300,18397,6319,12078,559,18397,180,499,17048,670,559
0500000US47087,"Jackson County, Tennessee",11626,5883,5743,1223,4660,1087,4656,2310,9316,11381,3995,7386,245,11381,23,239,10754,365,245
0500000US47089,"Jefferson County, Tennessee",54358,26812,27546,6141,20671,6022,21524,12163,42195,52501,16820,35681,1857,52501,745,2015,48044,1697,1857
0500000US47091,"Johnson County, Tennessee",17912,9684,8228,1768,7916,1584,6644,3352,14560,15786,6811,8975,2126,15786,70,351,15062,303,2126
0500000US47093,"Knox County, Tennessee",475286,232277,243009,58890,173387,55960,187049,114850,360436,464114,125601,338513,11172,464114,38655,21321,378678,25460,11172
0500000US47095,"Lake County, Tennessee",7187,4609,2578,562,4047,543,2035,1105,6082,4568,2073,2495,2619,4568,768,101,3470,229,2619
0500000US47097,"Lauderdale County, Tennessee",25406,13124,12282,3207,9917,3080,9202,6287,19119,22837,9510,13327,2569,22837,7600,634,13715,888,2569
0500000US47099,"Lawrence County, Tennessee",43967,21580,22387,6251,15329,5832,16555,12083,31884,43316,16795,26521,651,43316,595,1085,40228,1408,651
0500000US47101,"Lewis County, Tennessee",12485,6089,6396,1623,4466,1528,4868,3151,9334,12238,4997,7241,247,12238,129,308,11315,486,247
0500000US47103,"Lincoln County, Tennessee",35042,17355,17687,4501,12854,4044,13643,8545,26497,34436,9467,24969,606,34436,2169,1320,29557,1390,606
0500000US47105,"Loudon County, Tennessee",54349,26680,27669,5980,20700,5606,22063,11586,42763,53907,13714,40193,442,53907,731,5016,46770,1390,442
0500000US47107,"McMinn County, Tennessee",53065,25880,27185,6268,19612,6371,20814,12639,40426,51482,18472,33010,1583,51482,1863,2222,45356,2041,1583
0500000US47109,"McNairy County, Tennessee",25916,12739,13177,3221,9518,2967,10210,6188,19728,25502,10049,15453,414,25502,1497,617,22755,633,414
0500000US47111,"Macon County, Tennessee",24954,12139,12815,3288,8851,3467,9348,6755,18199,24563,9277,15286,391,24563,104,1322,22362,775,391
0500000US47113,"Madison County, Tennessee",98373,46639,51734,12719,33920,12899,38835,25618,72755,94554,32172,62382,3819,94554,34999,3908,51852,3795,3819
0500000US47115,"Marion County, Tennessee",28679,14184,14495,3356,10828,3296,11199,6652,22027,28308,8627,19681,371,28308,892,572,25842,1002,371
0500000US47117,"Marshall County, Tennessee",33909,16752,17157,4755,11997,4179,12978,8934,24975,33317,11067,22250,592,33317,1681,1955,28218,1463,592
0500000US47119,"Maury County, Tennessee",99011,48216,50795,12999,35217,12156,38639,25155,73856,97757,23020,74737,1254,97757,10911,6272,76672,3902,1254
0500000US47121,"Meigs County, Tennessee",12622,6187,6435,1313,4874,1455,4980,2768,9854,12412,4218,8194,210,12412,312,297,11272,531,210
0500000US47123,"Monroe County, Tennessee",46041,22846,23195,5583,17263,5240,17955,10823,35218,44617,15714,28903,1424,44617,944,2018,39917,1738,1424
0500000US47125,"Montgomery County, Tennessee",216172,108001,108171,32776,75225,31138,77033,63914,152258,211555,57603,153952,4617,211555,41821,22071,130843,16820,4617
0500000US47127,"Moore County, Tennessee",6481,3221,3260,734,2487,672,2588,1406,5075,6387,1847,4540,94,6387,90,10,5929,358,94
0500000US47129,"Morgan County, Tennessee",21158,11612,9546,2271,9341,2180,7366,4451,16707,18442,7073,11369,2716,18442,9,208,17906,319,2716
0500000US47131,"Obion County, Tennessee",30722,14886,15836,3766,11120,3649,12187,7415,23307,30194,11488,18706,528,30194,3249,1477,24314,1154,528
0500000US47133,"Overton County, Tennessee",22364,11147,11217,2816,8331,2530,8687,5346,17018,22042,8206,13836,322,22042,137,372,21106,427,322
0500000US47135,"Perry County, Tennessee",8313,4135,4178,1118,3017,1013,3165,2131,6182,8147,2866,5281,166,8147,27,78,7435,607,166
0500000US47137,"Pickett County, Tennessee",5021,2459,2562,442,2017,581,1981,1023,3998,4955,1960,2995,66,4955,0,138,4766,51,66
0500000US47139,"Polk County, Tennessee",17502,8839,8663,1883,6956,1835,6828,3718,13784,17146,5199,11947,356,17146,83,381,15800,882,356
0500000US47141,"Putnam County, Tennessee",78955,39112,39843,9924,29188,9762,30081,19686,59269,75476,27338,48138,3479,75476,1610,5073,66118,2675,3479
0500000US47143,"Rhea County, Tennessee",32723,16311,16412,4270,12041,3981,12431,8251,24472,31802,11780,20022,921,31802,570,1705,28116,1411,921
0500000US47145,"Roane County, Tennessee",53313,26073,27240,5671,20402,5483,21757,11154,42159,52669,15830,36839,644,52669,1481,1093,48675,1420,644
0500000US47147,"Robertson County, Tennessee",72309,35943,36366,9706,26237,9164,27202,18870,53439,71395,18050,53345,914,71395,4912,5268,58667,2548,914
0500000US47149,"Rutherford County, Tennessee",335595,165520,170075,47703,117817,45754,124321,93457,242138,330068,74163,255905,5527,330068,49760,29017,226611,24680,5527
0500000US47151,"Scott County, Tennessee",21855,10941,10914,3042,7899,2736,8178,5778,16077,21279,10484,10795,576,21279,32,114,20674,459,576
0500000US47153,"Sequatchie County, Tennessee",15727,8057,7670,1912,6145,1570,6100,3482,12245,15479,6491,8988,248,15479,38,588,14417,436,248
0500000US47155,"Sevier County, Tennessee",98088,48265,49823,11778,36487,10684,39139,22462,75626,96379,31654,64725,1709,96379,940,6476,85724,3239,1709
0500000US47157,"Shelby County, Tennessee",929178,442789,486389,130345,312444,126583,359806,256928,672250,912114,321511,590603,17064,912114,490314,59742,318528,43530,17064
0500000US47159,"Smith County, Tennessee",19820,9951,9869,2571,7380,2348,7521,4919,14901,19624,6238,13386,196,19624,437,589,17814,784,196
0500000US47161,"Stewart County, Tennessee",13569,6699,6870,1633,5066,1566,5304,3199,10370,13275,3595,9680,294,13275,39,462,12156,618,294
0500000US47163,"Sullivan County, Tennessee",157843,77232,80611,17331,59901,16367,64244,33698,124145,155374,51636,103738,2469,155374,2820,3244,144478,4832,2469
0500000US47165,"Sumner County, Tennessee",193036,94742,98294,25652,69090,24207,74087,49859,143177,190939,40403,150536,2097,190939,15188,10414,156481,8856,2097
0500000US47167,"Tipton County, Tennessee",60868,30031,30837,8475,21556,8033,22804,16508,44360,59951,16879,43072,917,59951,10900,1703,45112,2236,917
0500000US47169,"Trousdale County, Tennessee",11463,7118,4345,2047,5071,923,3422,2970,8493,9300,2380,6920,2163,9300,434,262,8250,354,2163
0500000US47171,"Unicoi County, Tennessee",17891,9114,8777,1728,7386,1593,7184,3321,14570,17473,6430,11043,418,17473,60,965,16068,380,418
0500000US47173,"Union County, Tennessee",19597,9672,9925,2339,7333,2347,7578,4686,14911,19309,6880,12429,288,19309,82,358,18484,385,288
0500000US47175,"Van Buren County, Tennessee",6083,3094,2989,629,2465,654,2335,1283,4800,5963,2343,3620,120,5963,0,65,5687,211,120
0500000US47177,"Warren County, Tennessee",40801,20468,20333,5506,14962,4972,15361,10478,30323,40246,15639,24607,555,40246,1142,3816,34078,1210,555
0500000US47179,"Washington County, Tennessee",132067,64924,67143,15151,49773,14412,52731,29563,102504,127292,39772,87520,4775,127292,4879,4819,111981,5613,4775
0500000US47181,"Wayne County, Tennessee",16350,9069,7281,1658,7411,1440,5841,3098,13252,14326,5218,9108,2024,14326,331,236,13396,363,2024
0500000US47183,"Weakley County, Tennessee",32948,16306,16642,4147,12159,3793,12849,7940,25008,30615,11720,18895,2333,30615,2137,871,26671,936,2333
0500000US47185,"White County, Tennessee",27134,13191,13943,3422,9769,3131,10812,6553,20581,26722,10528,16194,412,26722,474,702,24851,695,412
0500000US47187,"Williamson County, Tennessee",242386,119474,122912,36670,82804,34800,88112,71470,170916,241355,23446,217909,1031,241355,9598,12060,201041,18656,1031
0500000US47189,"Wilson County, Tennessee",144748,71494,73254,19488,52006,18319,54935,37807,106941,142560,26538,116022,2188,142560,9533,6796,118419,7812,2188
0500000US48001,"Anderson County, Texas",58133,36008,22125,6389,29619,5653,16472,12042,46091,45320,16822,28498,12813,45320,7394,6962,29134,1830,12813
0500000US48003,"Andrews County, Texas",18184,9054,9130,3027,6027,2975,6155,6002,12182,18110,5049,13061,74,18110,389,10425,7020,276,74
0500000US48005,"Angelina County, Texas",86584,42550,44034,12303,30247,12155,31879,24458,62126,84085,33195,50890,2499,84085,11362,19071,50443,3209,2499
0500000US48007,"Aransas County, Texas",24149,12467,11682,3014,9453,1817,9865,4831,19318,23779,9361,14418,370,23779,1,6796,15773,1209,370
0500000US48009,"Archer County, Texas",8616,4343,4273,1112,3231,1032,3241,2144,6472,8557,2142,6415,59,8557,36,720,7508,293,59
0500000US48011,"Armstrong County, Texas",1980,915,1065,226,689,319,746,545,1435,1926,383,1543,54,1926,0,167,1711,48,54
0500000US48013,"Atascosa County, Texas",48684,24332,24352,7432,16900,7071,17281,14503,34181,47821,14507,33314,863,47821,168,31208,15288,1157,863
0500000US48015,"Austin County, Texas",30132,15195,14937,4285,10910,3710,11227,7995,22137,29849,8457,21392,283,29849,2646,8358,18069,776,283
0500000US48017,"Bailey County, Texas",6968,3466,3502,1002,2464,1164,2338,2166,4802,6778,1813,4965,190,6778,8,4564,2098,108,190
0500000US48019,"Bandera County, Texas",20839,10386,10453,2011,8375,1966,8487,3977,16862,20453,5007,15446,386,20453,201,4028,15443,781,386
0500000US48021,"Bastrop County, Texas",94887,48496,46391,13671,34825,13025,33366,26696,68191,92660,23998,68662,2227,92660,6713,36977,46006,2964,2227
0500000US48023,"Baylor County, Texas",3491,1664,1827,465,1199,366,1461,831,2660,3388,1182,2206,103,3388,102,474,2563,249,103
0500000US48025,"Bee County, Texas",31191,19233,11958,3718,15515,3602,8356,7320,23871,23484,9189,14295,7707,23484,360,15332,7740,52,7707
0500000US48027,"Bell County, Texas",364703,182153,182550,57274,124879,54744,127806,112018,252685,352000,115939,236061,12703,352000,84270,91147,153689,22894,12703
0500000US48029,"Bexar County, Texas",1990522,987300,1003222,290151,697149,277632,725590,567783,1422739,1955990,623311,1332679,34532,1955990,146640,1197189,515234,96927,34532
0500000US48031,"Blanco County, Texas",11313,5634,5679,1173,4461,1063,4616,2236,9077,11129,2330,8799,184,11129,1,2258,8310,560,184
0500000US48033,"Borden County, Texas",550,241,309,62,179,130,179,192,358,550,115,435,0,550,0,65,460,25,0
0500000US48035,"Bosque County, Texas",18275,9012,9263,2331,6681,2077,7186,4408,13867,17958,5172,12786,317,17958,318,3519,13611,510,317
0500000US48037,"Bowie County, Texas",92957,47186,45771,12573,34613,11605,34166,24178,68779,87323,28336,58987,5634,87323,21498,6077,55982,3766,5634
0500000US48039,"Brazoria County, Texas",368575,186930,181645,54528,132402,51687,129958,106215,262360,356337,68148,288189,12238,356337,51031,112633,160996,31677,12238
0500000US48041,"Brazos County, Texas",231095,116695,114400,32199,84496,31182,83218,63381,167714,215076,82858,132218,16019,215076,23750,56728,117580,17018,16019
0500000US48043,"Brewster County, Texas",9501,4595,4906,705,3890,1196,3710,1901,7600,9279,2532,6747,222,9279,15,4176,4654,434,222
0500000US48045,"Briscoe County, Texas",1266,751,515,123,628,99,416,222,1044,1256,651,605,10,1256,31,461,677,87,10
0500000US48047,"Brooks County, Texas",7100,3438,3662,809,2629,1024,2638,1833,5267,6493,3415,3078,607,6493,117,5977,448,-49,607
0500000US48049,"Brown County, Texas",38085,18972,19113,4742,14230,4602,14511,9344,28741,36412,12331,24081,1673,36412,1163,8352,25750,1147,1673
0500000US48051,"Burleson County, Texas",17687,8795,8892,2257,6538,2077,6815,4334,13353,17457,3882,13575,230,17457,2267,3724,11143,323,230
0500000US48053,"Burnet County, Texas",48424,23970,24454,5959,18011,5359,19095,11318,37106,47488,11909,35579,936,47488,578,10599,34634,1677,936
0500000US48055,"Caldwell County, Texas",45286,22942,22344,6459,16483,5825,16519,12284,33002,43082,14850,28232,2204,43082,1917,23672,16300,1193,2204
0500000US48057,"Calhoun County, Texas",20367,10486,9881,2820,7666,2646,7235,5466,14901,20101,5947,14154,266,20101,519,10038,8156,1388,266
0500000US48059,"Callahan County, Texas",13781,6869,6912,1831,5038,1589,5323,3420,10361,13647,3607,10040,134,13647,128,1360,11566,593,134
0500000US48061,"Cameron County, Texas",420554,206131,214423,72074,134057,69006,145417,141080,279474,417979,205742,212237,2575,417979,2529,376477,35413,3560,2575
0500000US48063,"Camp County, Texas",12498,6032,6466,1929,4103,1661,4805,3590,8908,12425,4844,7581,73,12425,1948,3268,6706,503,73
0500000US48065,"Carson County, Texas",5856,2899,2957,826,2073,786,2171,1612,4244,5827,1138,4689,29,5827,56,615,4948,208,29
0500000US48067,"Cass County, Texas",28692,13773,14919,3631,10142,3550,11369,7181,21511,28340,10877,17463,352,28340,4899,1395,21471,575,352
0500000US48069,"Castro County, Texas",7450,3752,3698,1164,2588,1254,2444,2418,5032,7386,3042,4344,64,7386,74,4861,2256,195,64
0500000US48071,"Chambers County, Texas",45257,22708,22549,7101,15607,6812,15737,13913,31344,44886,10201,34685,371,44886,3408,10837,29165,1476,371
0500000US48073,"Cherokee County, Texas",50564,26009,24555,7536,18473,6695,17860,14231,36333,47422,17619,29803,3142,47422,5771,11361,28723,1567,3142
0500000US48075,"Childress County, Texas",6784,4332,2452,629,3703,652,1800,1281,5503,5217,1680,3537,1567,5217,162,1709,3196,150,1567
0500000US48077,"Clay County, Texas",10236,5139,5097,1178,3961,1089,4008,2267,7969,10159,2487,7672,77,10159,32,690,8978,459,77
0500000US48079,"Cochran County, Texas",2553,1301,1252,373,928,399,853,772,1781,2525,1304,1221,28,2525,140,1519,864,2,28
0500000US48081,"Coke County, Texas",3288,1553,1735,445,1108,402,1333,847,2441,3166,1002,2164,122,3166,2,710,2370,84,122
0500000US48083,"Coleman County, Texas",7848,3976,3872,921,3055,892,2980,1813,6035,7753,2498,5255,95,7753,206,1409,5867,271,95
0500000US48085,"Collin County, Texas",1039812,515290,524522,150657,364633,144016,380506,294673,745139,1033776,153751,880025,6036,1033776,104049,160745,559204,209778,6036
0500000US48087,"Collingsworth County, Texas",2948,1472,1476,483,989,359,1117,842,2106,2887,1371,1516,61,2887,270,918,1649,50,61
0500000US48089,"Colorado County, Texas",20559,10212,10347,2890,7322,3017,7330,5907,14652,20040,5959,14081,519,20040,2555,6081,11043,361,519
0500000US48091,"Comal County, Texas",156257,77765,78492,19989,57776,18861,59631,38850,117407,155189,26241,128948,1068,155189,3445,43937,101879,5928,1068
0500000US48093,"Comanche County, Texas",13540,6784,6756,1819,4965,1633,5123,3452,10088,13352,3753,9599,188,13352,1,3858,9128,365,188
0500000US48095,"Concho County, Texas",3181,1927,1254,320,1607,261,993,581,2600,2334,577,1757,847,2334,16,516,1753,49,847
0500000US48097,"Cooke County, Texas",41215,20557,20658,5705,14852,5220,15438,10925,30290,40527,10909,29618,688,40527,1057,7634,29925,1911,688
0500000US48099,"Coryell County, Texas",81692,40944,40748,10651,30293,9960,30788,20611,61081,65949,19635,46314,15743,65949,7925,12034,39443,6547,15743
0500000US48101,"Cottle County, Texas",1560,760,800,296,464,176,624,472,1088,1560,851,709,0,1560,111,322,977,150,0
0500000US48103,"Crane County, Texas",4654,2480,2174,853,1627,738,1436,1591,3063,4562,1407,3155,92,4562,46,3034,1308,174,92
